"","DATE","CHI003","CHI004","CHI005","CHI007","CHI008","CHI009","CHI010","CHI011","CHI013","CHI014","CHI015","CHI018","CHI019","CHI020","CHI021","CHI022","CHI023","CHI024","CHI025","CHI026","CHI027","CHI028","CHI029","CHI030","CHI031","CHI032","CHI033","CHI034","CHI035","CHI036","CHI039","CHI040","CHI041","CHI042","CHI043","CHI044","CHI045","CHI048","CHI049","CHI050","CHI051","CHI055","CHI056","CHI057","CHI058","CHI059","CHI060","CHI061","CHI062","CHI063","CHI064","CHI065","CHI066","CHI067","CHI068","CHI069","CHI070","CHI071","CHI072","CHI073","CHI074","CHI075","CHI076","CHI077","CHI078","CHI079","CHI080","CHI083","CHI086","CHI087","CHI088","CHI089","CHI090","CHI091","CHI092","CHI093","CHI094","CHI095","CHI096","CHI097","CHI098","CHI099","CHI100","CHI101","CHI102","CHI103","CHI104","CHI105","CHI106","CHI107","CHI108","CHI109","CHI110","CHI111","CHI112","CHI113","CHI114","CHI115","CHI116","CHI117","CHI118","CHI119","CHI120","CHI121","CHI122","CHI123","CHI124","CHI125","CHI126","CHI127","CHI128","CHI129","CHI130","CHI131","CHI132","CHI133","CHI134","CHI135","CHI136","CHI137","CHI138","CHI139","CHI140","CHI141","CHI142","CHI143","CHI144","CHI145","CHI146","CHI147","CHI148","CHI149","CHI154","CHI156","CHI157","CHI158","CHI159","CHI160","CHI161","CHI162","CHI163","CHI164","CHI165","CHI166","CHI167","CHI168","CHI169","CHI170","CHI171","CHI172"
"813",2016-09-20,NA,30,9,71,14,71,46,17,48,57,9,44,31,35,108,5,18,47,17,NA,NA,41,118,43,74,22,21,28,7,11,NA,NA,18,24,9,37,155,17,5,50,22,18,NA,7,151,3,NA,1,17,34,25,27,6,5,4,20,18,39,9,7,5,NA,8,60,1,54,13,45,3,14,6,1,23,76,3,17,13,69,4,3,NA,2,34,9,28,3,NA,2,2,21,36,16,3,1,18,12,23,41,7,13,5,15,72,39,22,5,7,25,1,48,7,17,3,NA,2,1,14,6,6,3,11,NA,6,4,31,44,65,28,NA,41,43,213,NA,4,6,NA,8,41,15,16,45,8,NA,NA,2,36,30,NA,4,11
"814",2016-09-21,NA,25,7,50,13,43,45,10,40,54,3,38,40,28,76,8,12,37,13,NA,NA,36,76,27,33,17,13,14,5,9,NA,NA,12,15,2,21,117,18,8,25,21,16,1,8,85,2,NA,1,2,25,24,11,NA,5,3,18,9,14,NA,5,7,NA,4,38,1,NA,13,27,1,10,3,NA,15,26,2,9,21,58,2,NA,1,2,34,5,29,4,NA,2,2,16,20,17,1,NA,12,8,7,48,7,7,4,10,97,20,10,1,2,22,1,26,2,5,1,NA,3,1,11,4,4,3,3,NA,2,4,28,30,46,18,NA,47,23,147,5,5,2,NA,12,19,6,24,17,4,NA,NA,NA,24,32,4,2,5
"815",2016-09-22,NA,39,7,54,20,49,52,10,41,52,4,49,21,27,131,4,12,56,15,NA,NA,68,135,44,46,19,23,28,7,13,NA,NA,24,14,7,34,152,19,9,44,22,16,2,3,120,3,5,1,11,35,32,29,7,5,5,24,17,31,1,10,12,1,14,39,NA,82,14,41,1,10,8,NA,16,42,6,9,14,101,4,3,1,1,48,11,26,3,NA,2,5,22,29,9,NA,4,35,12,19,44,8,6,10,17,92,26,21,3,3,41,3,52,3,11,10,NA,3,1,13,4,13,6,10,3,6,5,28,52,66,21,NA,66,25,178,5,6,6,NA,19,31,13,27,24,4,1,NA,1,35,38,5,1,15
"816",2016-09-23,NA,38,6,69,16,51,55,22,52,48,2,32,13,32,102,2,12,31,18,NA,NA,33,139,41,66,32,19,22,11,17,NA,NA,22,27,11,NA,181,24,NA,34,30,27,2,5,113,1,1,2,13,33,19,16,3,6,7,19,19,22,2,6,9,2,12,27,NA,66,5,37,5,8,9,2,10,26,2,14,17,44,2,2,NA,5,37,10,37,7,1,3,2,30,62,17,2,NA,25,15,16,41,1,15,6,17,103,33,18,2,4,39,1,46,10,14,6,NA,3,5,11,2,3,5,6,1,3,5,31,56,61,23,NA,63,NA,193,5,6,3,14,10,28,10,17,20,NA,NA,NA,NA,26,36,8,2,18
"817",2016-09-24,NA,47,2,70,28,78,72,23,104,78,5,46,50,58,171,NA,NA,63,9,NA,NA,NA,145,NA,NA,NA,NA,NA,14,29,NA,NA,NA,NA,NA,NA,241,NA,NA,38,28,36,2,13,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,31,24,NA,NA,NA,NA,2,15,61,NA,116,21,50,6,NA,NA,NA,19,43,12,9,29,52,1,4,NA,NA,NA,12,33,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,7,22,74,39,23,8,3,39,1,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,4,NA,3,7,20,NA,87,NA,NA,78,NA,294,2,NA,10,NA,11,NA,23,NA,NA,NA,1,NA,NA,55,48,12,NA,NA
"818",2016-09-25,NA,74,6,85,14,59,68,17,117,72,8,37,38,54,131,NA,NA,88,32,NA,NA,NA,122,NA,NA,NA,NA,NA,6,28,NA,NA,NA,NA,NA,NA,199,NA,NA,30,18,33,1,5,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,16,34,NA,NA,NA,NA,1,8,58,1,150,53,45,6,NA,NA,NA,23,47,12,9,35,72,1,2,NA,NA,NA,23,31,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,7,11,124,54,18,12,6,40,1,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,71,NA,1,8,31,NA,81,NA,NA,85,NA,256,2,NA,13,NA,22,NA,15,NA,NA,NA,3,NA,NA,54,34,7,NA,NA
"819",2016-09-26,NA,29,8,71,12,66,55,19,36,70,8,43,31,26,114,17,12,51,11,NA,NA,77,87,22,43,15,35,12,6,12,NA,NA,25,16,4,33,163,15,5,36,35,23,NA,12,146,1,5,1,7,34,24,15,6,8,13,20,10,28,1,7,15,1,8,85,5,83,12,39,1,10,3,1,15,43,1,15,15,77,2,2,1,1,46,10,32,4,NA,3,1,21,28,8,NA,2,22,6,24,57,10,5,12,9,111,43,23,7,4,35,2,41,9,5,3,NA,5,6,14,2,7,1,19,2,3,5,38,48,45,18,NA,69,30,191,2,8,7,31,15,37,10,24,20,2,NA,NA,3,24,30,2,NA,14
"820",2016-09-27,NA,31,5,64,19,59,59,18,31,46,6,36,45,26,94,17,30,40,18,NA,NA,61,41,21,55,26,30,18,9,4,NA,NA,16,14,11,27,208,23,5,36,30,15,2,5,115,2,4,2,8,20,30,21,5,12,7,23,18,30,6,6,12,1,14,99,NA,103,10,40,5,8,5,2,17,46,3,16,10,77,2,2,2,4,47,22,29,4,5,6,5,31,33,21,3,1,12,4,28,67,11,7,7,17,115,25,18,7,5,40,NA,46,16,11,4,NA,5,3,10,3,12,3,22,1,4,10,20,69,51,32,NA,25,28,175,1,8,6,17,12,26,11,23,23,4,2,1,1,36,41,5,4,8
"821",2016-09-28,NA,34,5,51,14,43,31,8,21,58,3,33,8,20,81,3,9,21,6,NA,NA,41,70,17,30,15,12,4,3,3,NA,NA,15,17,3,15,181,12,13,28,29,16,1,4,104,4,7,NA,4,14,10,9,1,6,4,22,10,19,6,2,7,1,4,60,NA,71,15,27,1,12,3,NA,10,17,2,7,13,63,NA,NA,1,2,23,5,35,3,1,NA,4,28,26,15,NA,NA,9,1,5,46,2,9,3,5,95,21,13,1,4,29,1,30,3,5,NA,NA,4,2,7,6,2,2,29,NA,4,2,20,31,53,10,NA,34,20,153,3,5,4,25,4,25,7,15,16,1,1,3,NA,19,27,6,1,9
"822",2016-09-29,NA,32,4,48,12,54,44,19,45,54,6,33,17,25,90,NA,NA,34,16,NA,NA,54,95,18,31,18,8,20,3,6,7,16,7,12,5,23,126,9,8,31,20,23,1,4,118,1,2,1,3,25,22,20,1,7,4,18,10,20,2,1,7,NA,7,58,NA,96,16,22,2,6,5,2,10,25,NA,7,9,70,4,3,2,NA,35,4,27,4,2,1,2,23,32,14,4,NA,16,6,6,32,9,8,5,11,118,33,17,2,3,32,3,18,5,2,5,NA,10,1,8,6,3,NA,26,NA,4,6,23,34,64,17,NA,25,16,170,1,6,3,19,13,25,10,14,19,3,NA,1,NA,17,29,5,2,4
"823",2016-09-30,NA,31,8,48,15,41,58,13,38,54,6,36,30,19,94,NA,NA,42,28,NA,NA,14,109,17,40,21,7,14,4,3,4,6,24,13,10,10,149,21,14,21,21,17,2,3,89,1,1,NA,9,34,24,19,3,4,5,25,6,11,1,4,9,2,4,69,NA,109,12,26,4,5,3,3,6,34,1,9,12,84,2,2,1,2,31,8,13,2,NA,NA,2,13,31,17,NA,NA,13,5,12,44,2,8,4,54,82,30,24,5,5,36,1,22,8,7,5,NA,6,NA,9,3,4,NA,41,1,4,6,19,48,50,25,NA,39,19,155,3,10,1,27,13,21,6,14,16,NA,2,1,1,17,29,4,5,9
"824",2016-10-01,NA,36,8,53,18,57,69,14,46,79,17,45,41,25,145,NA,NA,51,22,NA,NA,NA,94,NA,NA,NA,NA,NA,4,12,8,5,NA,NA,NA,NA,179,NA,8,15,26,26,3,6,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,22,15,NA,NA,NA,NA,NA,11,92,NA,131,8,25,1,NA,NA,NA,19,29,3,4,13,94,2,2,NA,NA,NA,14,39,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,8,41,94,22,12,6,3,26,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,3,21,NA,43,NA,NA,32,NA,208,1,NA,9,NA,9,NA,5,NA,NA,NA,1,NA,NA,26,34,4,NA,NA
"825",2016-10-02,NA,68,7,104,18,57,69,19,79,55,20,44,40,50,134,NA,NA,73,30,NA,NA,NA,59,NA,NA,NA,NA,NA,12,20,13,7,NA,NA,NA,NA,204,NA,14,26,20,28,2,8,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,20,31,NA,NA,NA,NA,6,13,14,2,148,8,42,6,NA,NA,NA,19,61,15,10,33,118,1,NA,NA,NA,NA,15,26,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,3,85,137,32,24,3,3,23,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,82,NA,1,8,37,NA,80,NA,NA,71,NA,234,2,NA,15,NA,23,NA,15,NA,NA,NA,5,NA,NA,44,59,9,NA,NA
"826",2016-10-03,NA,37,8,61,20,44,42,19,52,56,7,42,34,26,92,NA,1,39,15,NA,NA,31,41,38,23,18,21,27,7,11,5,14,19,19,13,20,172,19,5,13,29,22,1,3,68,4,8,1,7,21,16,9,5,9,5,17,9,25,7,2,9,5,1,15,NA,105,7,45,2,5,1,1,20,28,6,3,16,87,2,NA,1,4,36,9,26,5,1,2,2,18,42,35,1,2,14,7,14,51,10,4,6,39,102,22,16,5,6,30,1,37,10,5,3,NA,2,3,9,1,4,1,36,3,5,9,21,42,40,24,NA,46,25,187,2,20,4,17,13,31,5,19,19,4,5,1,NA,25,24,7,NA,8
"827",2016-10-04,NA,36,10,53,15,53,40,16,47,59,12,33,40,27,88,NA,1,67,15,NA,NA,47,43,25,41,16,29,17,6,6,12,12,12,9,6,15,162,15,13,21,32,19,2,2,93,1,5,2,4,19,20,15,2,7,6,23,14,33,4,3,8,7,2,14,1,86,11,51,NA,12,4,1,9,33,5,2,7,57,1,1,1,2,25,7,21,5,NA,1,1,20,28,14,1,NA,10,12,23,37,6,9,5,23,87,30,16,7,5,43,3,44,10,1,7,NA,4,4,8,6,8,1,31,1,2,6,25,42,59,19,NA,48,36,189,1,10,6,22,20,36,5,24,23,3,2,1,3,19,34,7,NA,15
"828",2016-10-05,NA,39,7,59,24,53,43,10,36,59,5,39,37,27,117,13,15,44,14,NA,NA,53,42,33,59,19,6,8,2,7,9,11,10,15,12,32,174,20,7,20,20,15,1,4,101,2,3,NA,8,33,34,8,4,3,10,12,6,22,NA,5,12,12,7,8,NA,115,12,28,1,8,10,1,14,42,2,1,11,81,1,4,NA,1,46,9,35,6,NA,NA,4,22,26,31,4,NA,20,5,22,36,4,11,7,52,98,27,13,6,6,19,2,54,12,5,3,NA,4,NA,11,7,4,2,35,NA,4,12,33,66,61,20,NA,47,16,176,1,14,6,28,20,26,16,28,22,NA,1,NA,1,25,38,3,4,12
"829",2016-10-06,NA,36,3,40,13,34,37,21,34,62,4,26,27,21,98,2,3,31,21,NA,NA,31,18,23,29,10,10,8,4,4,9,4,8,7,6,12,102,15,4,20,14,15,NA,2,70,NA,3,NA,2,19,14,7,2,1,4,12,15,9,NA,4,1,2,2,15,1,81,10,21,1,5,1,NA,13,22,1,NA,8,78,1,NA,2,1,19,4,37,4,NA,1,2,16,18,12,3,NA,17,4,11,39,5,14,5,22,49,20,13,3,2,3,NA,25,6,2,4,1,NA,NA,10,1,3,NA,30,2,2,6,13,37,31,9,NA,16,9,121,NA,11,3,25,9,16,5,11,14,2,NA,NA,NA,20,21,2,NA,7
"830",2016-10-07,NA,41,11,54,24,70,73,23,39,52,2,63,59,27,140,6,14,52,17,NA,NA,44,36,42,27,17,9,34,2,4,6,11,27,11,15,38,177,28,12,33,34,18,2,3,132,1,5,2,9,39,33,11,4,11,6,13,7,15,2,6,5,9,11,30,1,134,16,45,3,12,6,NA,11,51,4,NA,13,85,2,1,2,NA,30,13,21,8,2,3,7,30,37,23,1,NA,22,5,25,39,5,8,9,33,107,22,14,3,7,47,1,33,4,10,6,NA,10,NA,14,6,6,3,28,NA,4,5,30,35,61,19,NA,23,26,183,2,8,9,25,17,29,15,16,15,2,NA,2,1,31,44,11,NA,8
"831",2016-10-08,NA,51,9,77,24,72,108,17,85,68,10,64,48,51,149,NA,NA,71,24,NA,NA,NA,38,NA,NA,NA,NA,NA,10,26,19,14,NA,NA,NA,NA,246,NA,15,34,50,37,3,8,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,27,15,NA,NA,NA,NA,6,5,90,3,161,44,61,7,NA,NA,NA,16,53,7,NA,28,84,1,2,NA,NA,NA,16,41,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7,80,137,36,15,6,4,27,2,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,46,NA,2,9,36,NA,67,NA,NA,20,NA,262,5,NA,12,NA,14,NA,18,NA,NA,NA,2,NA,NA,48,46,11,NA,NA
"832",2016-10-09,NA,52,9,67,28,57,94,23,114,36,9,46,51,53,134,NA,NA,95,27,NA,NA,NA,41,NA,NA,NA,NA,NA,6,23,16,13,NA,NA,NA,NA,197,NA,13,41,17,30,1,7,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,23,31,NA,NA,NA,NA,12,11,14,5,153,74,63,9,NA,NA,NA,10,57,17,NA,38,172,3,NA,NA,NA,NA,14,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,9,73,123,36,13,18,6,7,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,91,NA,3,5,20,NA,108,NA,NA,30,NA,252,5,NA,8,NA,35,NA,23,NA,NA,NA,3,NA,NA,75,73,13,NA,NA
"833",2016-10-10,NA,51,15,40,21,44,61,18,44,60,5,37,45,33,118,NA,NA,60,12,NA,NA,NA,53,NA,NA,NA,NA,NA,4,13,13,7,NA,NA,NA,67,171,NA,15,17,40,31,NA,6,61,NA,NA,NA,NA,NA,39,23,7,15,8,17,24,NA,NA,NA,NA,1,3,9,4,94,38,40,4,NA,NA,NA,5,35,12,NA,19,79,4,2,NA,NA,NA,18,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,66,109,32,10,9,3,37,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,44,NA,5,3,23,NA,59,NA,NA,11,NA,201,2,NA,5,NA,20,NA,11,NA,NA,NA,2,NA,NA,47,37,6,NA,NA
"834",2016-10-11,63,50,10,55,18,62,50,12,56,59,13,52,36,29,123,15,17,59,22,NA,NA,77,50,31,69,31,19,24,3,12,21,9,16,16,15,24,145,24,9,28,30,23,2,6,105,3,7,1,8,24,23,17,6,4,9,21,17,22,4,4,11,8,8,9,NA,84,20,40,4,7,3,1,14,35,4,NA,12,78,3,4,2,5,42,9,31,NA,2,NA,NA,21,31,12,4,2,15,11,20,57,7,7,7,41,113,34,17,8,8,35,1,28,20,4,7,NA,5,2,19,5,11,2,40,2,2,10,32,51,56,13,NA,18,27,173,4,19,8,25,18,37,12,15,19,4,3,1,3,21,36,4,1,13
"835",2016-10-12,70,41,13,41,9,42,27,9,29,48,6,27,35,19,74,6,12,43,15,NA,NA,33,26,15,33,10,11,11,6,8,11,8,10,8,5,9,116,14,8,17,10,15,NA,3,71,1,6,1,3,7,21,6,1,1,1,16,6,15,1,NA,7,6,4,22,1,72,14,36,2,6,2,NA,6,23,1,NA,11,74,NA,NA,NA,1,22,8,23,2,2,4,4,11,15,9,2,1,14,8,10,31,6,3,6,8,78,26,16,2,2,19,NA,28,3,3,1,NA,2,3,3,5,4,NA,31,1,5,4,15,30,30,14,NA,26,11,103,NA,NA,7,18,7,12,9,19,11,NA,2,NA,2,20,19,2,NA,5
"836",2016-10-13,100,44,11,65,4,39,61,16,28,48,10,41,57,41,127,12,16,46,15,NA,NA,69,41,19,52,26,16,15,6,11,28,11,18,21,7,36,147,13,11,36,42,11,3,10,140,2,13,NA,13,31,NA,NA,NA,NA,5,15,19,17,2,4,17,15,6,59,NA,109,21,43,1,6,1,1,8,40,4,5,19,80,2,1,2,3,40,10,34,4,2,5,2,21,44,12,3,NA,20,12,20,60,3,5,5,4,113,27,21,5,5,30,2,40,15,2,4,NA,2,NA,12,9,2,2,45,1,2,4,22,41,71,22,NA,35,36,213,3,NA,4,40,10,33,16,16,22,3,5,1,NA,23,32,10,2,8
"837",2016-10-14,92,33,13,59,23,61,75,17,48,62,11,44,55,22,146,9,20,48,11,NA,NA,4,50,27,56,26,24,20,4,12,12,12,19,14,19,35,186,25,14,41,42,16,1,2,103,NA,5,1,2,26,NA,NA,NA,NA,6,19,14,25,1,6,12,7,2,55,NA,109,14,64,3,16,9,1,9,33,5,2,10,84,2,NA,NA,NA,47,8,33,5,NA,NA,2,27,33,9,2,NA,32,13,14,60,20,5,8,25,107,27,30,11,1,36,NA,36,22,9,6,NA,1,2,14,9,1,1,66,3,3,10,33,56,77,24,NA,56,29,194,3,NA,7,58,12,22,15,14,18,3,2,1,1,28,37,4,NA,9
"838",2016-10-15,207,75,11,69,21,50,87,29,82,83,13,46,45,50,150,NA,NA,59,18,NA,NA,NA,34,NA,NA,NA,NA,NA,9,14,22,15,NA,NA,NA,NA,199,NA,13,39,19,35,NA,9,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,29,23,NA,NA,NA,NA,10,9,106,NA,168,29,34,8,NA,NA,NA,11,63,10,5,21,99,5,NA,NA,NA,NA,12,38,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,16,14,110,31,14,9,6,35,3,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,65,NA,1,8,39,NA,85,NA,NA,53,NA,264,NA,NA,16,NA,17,NA,13,NA,NA,NA,4,NA,NA,36,46,5,NA,NA
"839",2016-10-16,174,43,8,64,23,50,60,16,61,36,3,33,47,35,102,NA,NA,77,27,NA,NA,NA,40,NA,NA,NA,NA,NA,6,9,13,4,NA,NA,NA,NA,179,NA,8,23,13,26,1,2,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,17,24,NA,NA,NA,NA,4,5,32,4,164,47,62,8,NA,NA,NA,22,62,9,4,23,100,3,NA,NA,NA,NA,8,33,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6,NA,90,31,10,9,2,8,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,2,17,NA,66,NA,NA,54,NA,214,3,NA,5,NA,25,NA,10,NA,NA,NA,1,NA,NA,43,52,9,NA,NA
"840",2016-10-17,110,41,14,65,1,49,59,16,41,54,12,42,57,25,113,7,16,53,13,NA,NA,69,53,41,41,30,20,29,NA,12,19,13,20,12,8,32,160,18,9,30,23,26,2,7,65,5,9,NA,11,17,NA,NA,NA,NA,8,25,11,12,4,2,9,4,6,25,1,113,28,41,1,12,5,1,22,52,3,11,7,104,4,2,2,4,38,13,31,3,NA,2,1,32,25,17,3,1,24,7,17,34,10,7,12,NA,105,41,23,7,3,36,NA,32,11,12,7,NA,3,3,7,10,8,2,39,2,2,6,27,43,58,29,NA,46,15,193,3,NA,7,31,23,30,12,11,25,5,3,1,1,31,39,2,2,5
"841",2016-10-18,125,43,13,70,15,67,53,18,52,55,11,37,52,34,103,9,15,55,17,NA,NA,60,34,31,47,21,26,15,4,11,16,4,10,20,10,25,160,20,11,34,32,23,NA,6,30,4,16,NA,11,15,33,22,7,12,8,17,14,26,NA,6,15,12,6,42,4,124,16,37,3,12,13,3,9,45,8,12,9,94,NA,NA,1,1,32,7,29,3,NA,1,2,13,30,11,3,NA,23,14,17,57,27,11,8,NA,108,31,14,1,3,32,NA,31,11,10,8,NA,NA,3,13,10,8,7,39,1,2,6,20,34,62,23,NA,87,12,209,5,1,8,54,17,39,8,13,22,3,4,NA,NA,30,40,4,5,7
"842",2016-10-19,130,43,10,61,24,37,51,16,44,48,8,39,49,31,86,15,15,53,9,NA,NA,55,50,31,65,31,18,17,7,13,24,11,20,5,9,30,135,23,14,25,40,16,1,3,67,4,13,1,13,5,26,18,2,7,6,20,18,22,3,5,7,6,7,32,1,120,20,30,1,10,9,5,17,42,3,5,14,91,2,1,NA,1,40,18,25,5,1,6,NA,27,26,11,4,NA,25,12,18,45,16,7,7,6,30,44,16,11,6,34,NA,36,15,10,3,NA,4,NA,12,7,3,NA,36,2,5,8,19,48,62,16,NA,78,2,205,2,4,6,33,8,27,21,12,18,4,NA,3,1,30,34,7,3,11
"843",2016-10-20,126,48,11,65,19,44,51,22,45,46,8,28,41,33,101,10,15,47,18,NA,NA,84,57,17,51,16,23,13,3,6,19,9,15,11,14,8,127,13,8,28,38,15,1,2,144,2,20,NA,6,20,10,11,4,3,7,14,14,16,2,3,6,11,6,19,NA,136,19,39,3,9,11,2,13,26,9,1,14,12,5,1,3,2,33,10,27,4,NA,2,3,19,22,8,NA,NA,12,13,15,53,17,13,3,14,95,25,21,10,6,32,NA,31,10,6,2,NA,NA,1,17,3,6,3,37,NA,3,9,25,45,67,11,NA,88,2,175,3,3,6,41,18,20,16,11,18,5,3,1,NA,18,42,2,2,13
"844",2016-10-21,123,49,9,68,16,59,78,21,57,59,14,41,48,40,120,5,4,57,14,NA,NA,50,52,31,63,22,11,19,4,2,14,12,13,10,13,11,84,9,12,38,41,10,1,1,149,1,11,1,10,22,20,18,2,4,12,33,21,NA,4,1,2,8,7,22,1,121,7,48,3,14,10,4,11,29,2,7,12,77,1,1,NA,2,53,8,34,5,3,2,2,40,45,15,2,NA,17,12,15,64,17,7,9,16,115,48,21,6,4,32,NA,34,10,12,2,NA,1,NA,12,9,8,4,31,1,9,5,32,50,59,13,NA,84,1,187,7,9,6,39,6,17,8,9,22,5,1,NA,NA,17,36,2,1,15
"845",2016-10-22,184,54,12,92,20,52,92,14,88,71,15,65,53,47,204,NA,NA,100,31,NA,NA,NA,32,NA,NA,NA,NA,NA,21,22,31,16,NA,NA,NA,NA,231,NA,19,52,51,19,1,8,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,25,37,NA,NA,NA,NA,24,7,52,2,145,43,46,5,NA,NA,NA,20,61,13,11,23,106,2,1,NA,NA,NA,13,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,13,21,127,53,11,12,6,33,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,66,NA,2,10,50,NA,98,NA,NA,94,NA,286,1,NA,12,NA,22,NA,17,NA,NA,NA,5,NA,NA,43,49,11,NA,NA
"846",2016-10-23,157,52,9,74,25,49,69,15,80,67,18,39,44,42,145,NA,NA,92,24,NA,NA,NA,52,NA,NA,NA,NA,NA,8,24,23,9,NA,NA,NA,NA,227,NA,3,60,20,43,NA,5,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,23,27,NA,NA,NA,NA,6,10,35,2,154,65,46,5,NA,NA,NA,28,83,17,7,43,137,5,3,NA,NA,NA,16,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,6,12,73,40,18,9,3,10,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,76,NA,4,8,33,NA,73,NA,NA,78,NA,258,3,NA,14,NA,22,NA,16,NA,NA,NA,8,NA,NA,51,61,11,NA,NA
"847",2016-10-24,99,24,10,57,6,44,46,7,76,68,9,31,44,37,129,13,8,74,17,NA,NA,79,57,23,52,10,17,12,6,12,15,14,11,14,8,9,138,22,12,37,35,14,NA,2,111,9,16,NA,14,22,27,8,6,7,9,27,12,23,6,8,8,13,4,19,NA,98,38,39,2,8,4,2,15,34,3,10,15,79,3,2,5,2,49,9,18,6,1,NA,1,23,31,13,1,NA,22,11,18,47,21,7,12,25,104,44,9,7,4,24,NA,36,12,12,6,NA,2,1,8,7,6,1,36,2,8,6,16,50,60,16,NA,86,3,189,1,19,5,39,13,26,13,10,25,2,4,NA,NA,32,34,7,3,10
"848",2016-10-25,126,43,10,58,19,38,48,9,47,70,6,33,28,33,131,14,18,53,17,NA,NA,69,42,31,68,22,19,21,5,7,16,6,10,14,5,22,149,24,11,7,34,19,3,4,136,2,13,NA,6,24,19,13,4,5,10,26,14,27,3,2,6,3,6,90,2,87,21,51,4,9,6,NA,16,51,4,10,21,102,2,1,NA,2,35,11,32,2,1,1,2,15,27,11,3,2,6,13,20,41,14,10,4,11,80,40,22,9,3,30,NA,30,10,8,6,NA,NA,1,11,4,4,NA,28,1,8,5,20,44,75,21,NA,72,18,183,2,12,5,20,13,29,9,15,18,4,2,1,NA,22,36,8,1,8
"849",2016-10-26,78,18,5,38,10,35,42,11,42,73,1,25,23,23,72,7,7,21,14,NA,NA,15,24,10,14,7,6,8,1,4,8,9,4,1,7,4,83,4,9,8,13,18,NA,1,82,NA,11,NA,3,6,25,5,1,NA,5,9,11,8,NA,3,3,6,3,45,NA,66,12,13,NA,3,4,2,16,22,3,2,14,85,NA,2,NA,NA,31,6,26,4,NA,NA,NA,7,10,6,NA,NA,5,2,10,22,7,2,2,9,52,21,6,7,2,11,NA,17,2,5,1,NA,2,NA,4,2,1,NA,17,NA,NA,5,14,25,35,10,NA,46,9,78,1,7,NA,23,4,16,4,6,5,NA,2,NA,NA,18,27,6,1,5
"850",2016-10-27,131,40,7,73,19,50,51,7,53,52,2,30,41,29,132,11,17,57,14,NA,NA,55,60,9,39,9,22,3,7,18,25,12,13,17,6,5,150,12,12,11,30,22,1,2,166,4,19,NA,5,25,13,7,2,4,7,21,12,23,6,2,12,5,5,31,1,118,19,37,5,11,14,1,19,35,3,3,9,94,4,1,1,1,37,12,35,6,NA,1,1,17,20,6,NA,NA,19,7,12,62,11,2,4,3,107,37,12,8,2,35,1,27,8,14,3,2,4,2,8,6,7,1,40,NA,2,7,31,38,73,22,NA,68,32,177,1,11,7,8,10,24,9,3,12,3,3,NA,NA,26,30,8,NA,11
