"","DATE","CHI003","CHI004","CHI005","CHI007","CHI008","CHI009","CHI010","CHI011","CHI013","CHI014","CHI015","CHI018","CHI019","CHI020","CHI021","CHI022","CHI023","CHI024","CHI025","CHI026","CHI027","CHI028","CHI029","CHI030","CHI031","CHI032","CHI033","CHI034","CHI035","CHI036","CHI039","CHI040","CHI041","CHI042","CHI043","CHI044","CHI045","CHI048","CHI049","CHI050","CHI051","CHI055","CHI056","CHI057","CHI058","CHI059","CHI060","CHI061","CHI062","CHI063","CHI064","CHI065","CHI066","CHI067","CHI068","CHI069","CHI070","CHI071","CHI072","CHI073","CHI074","CHI075","CHI076","CHI077","CHI078","CHI079","CHI080","CHI083","CHI086","CHI087","CHI088","CHI089","CHI090","CHI091","CHI092","CHI093","CHI094","CHI095","CHI096","CHI097","CHI098","CHI099","CHI100","CHI101","CHI102","CHI103","CHI104","CHI105","CHI106","CHI107","CHI108","CHI109","CHI110","CHI111","CHI112","CHI113","CHI114","CHI115","CHI116","CHI117","CHI118","CHI119","CHI120","CHI121","CHI122","CHI123","CHI124","CHI125","CHI126","CHI127","CHI128","CHI129","CHI130","CHI131","CHI132","CHI133","CHI134","CHI135","CHI136","CHI137","CHI138","CHI139","CHI140","CHI141","CHI142","CHI143","CHI144","CHI145","CHI146","CHI147","CHI148","CHI149","CHI154","CHI156","CHI157","CHI158","CHI159","CHI160","CHI161","CHI162","CHI163","CHI164","CHI165","CHI166","CHI167","CHI168","CHI169","CHI170","CHI171","CHI172"
"31",2014-07-31,124,72,40,39,15,49,95,20,77,69,21,53,72,31,198,NA,NA,55,7,17,62,88,202,NA,NA,NA,29,17,NA,5,26,23,68,56,36,NA,177,45,22,63,65,24,4,2,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,23,16,NA,NA,NA,NA,42,43,28,3,125,80,69,4,NA,NA,NA,24,69,5,51,19,88,4,1,6,22,75,13,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,20,103,182,95,34,19,21,59,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2014-08-01,112,42,70,44,22,49,84,11,72,93,15,46,93,19,200,NA,NA,66,10,NA,NA,NA,235,NA,NA,NA,NA,NA,NA,4,27,21,NA,NA,NA,NA,174,NA,16,54,52,20,2,1,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,22,22,NA,NA,NA,NA,33,52,20,5,118,76,55,6,NA,NA,NA,17,42,5,52,23,96,2,1,NA,NA,NA,10,33,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,96,178,105,26,23,17,43,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",2014-08-02,173,59,43,55,15,71,111,17,67,122,29,64,80,23,219,NA,NA,55,14,NA,NA,NA,249,NA,NA,NA,NA,NA,NA,7,22,34,NA,NA,NA,NA,260,NA,26,97,79,46,3,2,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,59,21,NA,NA,NA,NA,31,41,41,4,133,98,64,11,NA,NA,NA,15,54,17,51,32,106,4,NA,NA,NA,NA,7,58,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,15,119,197,115,20,19,5,51,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",2014-08-03,143,46,41,55,20,37,68,16,55,85,21,55,45,19,161,NA,NA,70,15,NA,NA,NA,207,NA,NA,NA,NA,NA,NA,22,27,16,NA,NA,NA,NA,179,NA,11,98,70,49,3,6,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,47,14,NA,NA,NA,NA,44,40,45,7,80,82,69,7,NA,NA,NA,30,74,12,77,40,114,1,NA,NA,NA,NA,12,34,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,17,45,231,63,23,27,NA,20,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2014-08-04,91,35,47,42,15,65,62,16,46,86,19,36,71,13,174,NA,NA,42,16,NA,NA,NA,184,NA,NA,NA,NA,NA,NA,4,16,26,NA,NA,NA,NA,176,NA,26,62,53,36,2,3,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,26,30,NA,NA,NA,NA,36,41,24,5,90,46,49,4,NA,NA,NA,16,42,6,48,21,122,NA,NA,NA,NA,NA,4,39,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,15,99,170,88,40,13,16,43,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",2014-08-05,92,52,39,47,15,54,71,20,62,57,20,52,98,20,178,NA,NA,74,9,NA,NA,NA,198,NA,NA,NA,NA,NA,NA,8,19,20,NA,NA,NA,NA,170,NA,25,67,82,30,2,4,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,38,36,NA,NA,NA,NA,42,50,34,4,100,67,58,3,NA,NA,NA,26,64,9,54,19,143,NA,NA,NA,NA,NA,19,28,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,16,103,168,77,26,25,14,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",2014-08-06,117,72,32,53,19,43,68,21,53,81,25,47,55,19,154,NA,NA,92,16,NA,NA,NA,195,NA,NA,NA,NA,NA,NA,11,19,31,NA,NA,NA,NA,151,NA,25,58,59,35,NA,1,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,42,27,NA,NA,NA,NA,42,23,25,2,110,55,74,8,NA,NA,NA,20,50,9,56,24,137,1,2,NA,NA,NA,13,31,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12,87,193,97,21,22,5,43,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",2014-08-07,120,62,40,38,16,63,85,20,51,72,20,65,52,4,180,NA,NA,58,12,NA,NA,NA,181,NA,NA,NA,NA,NA,NA,5,11,25,NA,NA,NA,NA,156,NA,19,70,67,28,3,7,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,42,28,NA,NA,NA,NA,36,36,33,4,117,64,76,10,NA,NA,NA,20,48,8,61,28,140,3,NA,NA,NA,NA,18,49,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,119,168,99,29,15,17,43,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",2014-08-08,95,58,46,65,26,47,87,22,69,83,30,86,59,3,203,NA,NA,72,19,NA,NA,NA,197,NA,NA,NA,NA,NA,NA,9,21,29,NA,NA,NA,NA,199,NA,20,64,58,35,1,9,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,42,19,NA,NA,NA,NA,48,46,64,2,136,72,84,5,NA,NA,NA,20,45,6,69,17,120,2,1,NA,NA,NA,8,42,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,24,103,182,91,30,16,15,50,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",2014-08-09,168,57,43,67,19,60,105,22,80,107,38,63,72,2,246,NA,NA,77,36,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,12,31,26,NA,NA,NA,NA,205,NA,32,112,59,29,4,3,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,57,20,NA,NA,NA,NA,36,62,20,4,142,95,87,7,NA,NA,NA,28,65,13,99,32,125,2,2,NA,NA,NA,20,70,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,15,111,213,109,25,34,4,59,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",2014-08-10,108,52,19,60,17,48,80,9,81,79,18,68,36,5,136,NA,NA,89,18,NA,NA,NA,168,NA,NA,NA,NA,NA,NA,19,29,15,NA,NA,NA,NA,195,NA,22,92,49,30,3,4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,44,26,NA,NA,NA,NA,43,45,23,6,101,77,65,9,NA,NA,NA,19,84,16,104,51,108,1,2,NA,NA,NA,16,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16,86,231,90,15,23,3,40,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",2014-08-11,106,59,42,40,12,56,65,16,55,70,24,41,56,2,162,NA,NA,57,25,NA,NA,NA,199,NA,NA,NA,NA,NA,NA,3,7,16,NA,NA,NA,NA,134,NA,22,67,48,27,1,3,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,33,27,NA,NA,NA,NA,26,50,5,2,96,70,85,1,NA,NA,NA,8,49,16,40,20,110,NA,NA,NA,NA,NA,16,50,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12,75,135,99,20,13,6,25,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",2014-08-12,115,65,33,53,18,47,55,14,52,65,16,50,58,1,178,NA,NA,78,24,NA,NA,NA,203,NA,NA,NA,NA,NA,NA,5,21,23,NA,NA,NA,NA,156,NA,23,65,66,39,1,6,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,30,24,NA,NA,NA,NA,22,39,9,7,99,45,70,2,NA,NA,NA,22,66,8,35,17,117,NA,2,NA,NA,NA,13,46,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,67,153,91,16,13,3,33,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",2014-08-13,110,58,39,59,12,58,78,16,25,78,24,55,76,2,155,NA,NA,69,31,NA,NA,NA,214,NA,NA,NA,NA,NA,NA,5,19,23,NA,NA,NA,NA,184,NA,18,79,55,37,1,4,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,47,19,NA,NA,NA,NA,31,40,12,3,107,72,59,5,NA,NA,NA,16,42,8,37,21,131,4,NA,NA,NA,NA,11,33,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,18,89,156,92,15,15,7,33,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,44,NA,6,2,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",2014-08-14,120,58,38,42,8,73,81,16,37,69,14,55,62,4,183,NA,NA,72,22,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,9,18,27,NA,NA,NA,NA,167,NA,1,70,32,33,2,5,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,48,31,NA,NA,NA,NA,39,42,9,2,120,61,88,3,NA,NA,NA,21,66,11,55,33,106,3,NA,NA,NA,NA,17,43,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9,88,163,91,15,16,9,28,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,36,NA,1,4,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",2014-08-15,122,72,41,56,21,74,88,19,41,74,22,55,84,3,199,NA,NA,52,19,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,6,8,18,NA,NA,NA,NA,185,NA,12,70,69,34,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,60,20,NA,NA,NA,NA,33,40,39,3,137,62,67,2,NA,NA,NA,13,63,9,35,27,192,2,2,NA,NA,NA,17,39,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,114,180,81,32,16,9,37,3,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,26,NA,8,5,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",2014-08-16,160,64,40,61,4,52,99,28,41,97,21,73,42,5,240,NA,NA,79,29,NA,NA,NA,125,NA,NA,NA,NA,NA,NA,12,27,15,NA,NA,NA,NA,211,NA,15,112,34,33,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,52,38,NA,NA,NA,NA,30,42,47,7,137,68,86,7,NA,NA,NA,26,85,18,110,31,173,4,2,NA,NA,NA,8,28,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,23,98,195,102,19,30,4,40,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,17,NA,9,9,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",2014-08-17,126,48,44,78,15,50,89,12,67,56,28,59,33,8,163,NA,NA,85,17,NA,NA,NA,108,NA,NA,NA,NA,NA,NA,13,9,5,NA,NA,NA,NA,197,NA,3,89,20,35,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,60,34,NA,NA,NA,NA,42,57,73,4,102,102,60,18,NA,NA,NA,22,63,16,76,43,152,1,1,NA,NA,NA,27,22,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,85,199,74,18,27,1,29,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,47,NA,5,6,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",2014-08-18,98,21,50,45,17,49,71,24,46,88,26,69,65,4,184,NA,NA,50,24,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,8,35,17,NA,NA,NA,NA,195,NA,8,68,72,29,3,4,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,48,35,NA,NA,NA,NA,52,31,55,1,90,86,86,2,NA,NA,NA,26,65,13,54,29,138,3,NA,NA,NA,NA,22,39,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,12,85,152,86,22,15,11,34,7,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,34,NA,5,7,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",2014-08-19,114,56,25,34,22,45,72,18,40,62,33,48,73,18,158,NA,NA,42,21,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,12,23,14,NA,NA,NA,NA,170,NA,5,59,38,41,NA,4,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,34,26,NA,NA,NA,NA,27,26,56,4,85,58,74,3,NA,NA,NA,11,40,8,49,32,104,1,1,NA,NA,NA,18,35,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,12,51,166,79,19,17,9,32,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,28,NA,2,6,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",2014-08-20,71,46,21,38,12,41,56,13,40,53,26,51,60,18,119,NA,NA,27,9,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,5,28,25,NA,NA,NA,NA,107,NA,2,52,12,4,NA,1,78,NA,NA,NA,NA,NA,36,34,15,11,18,34,26,NA,NA,NA,NA,25,21,38,4,66,47,40,NA,NA,NA,NA,7,39,6,56,12,105,1,1,NA,NA,NA,14,42,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,63,93,57,14,18,5,33,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,5,NA,2,3,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",2014-08-21,64,31,19,15,10,26,25,7,30,33,7,18,19,8,96,NA,NA,22,5,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,1,12,5,NA,NA,NA,88,66,NA,2,28,6,7,1,2,55,NA,NA,NA,NA,NA,29,22,20,4,6,23,12,NA,NA,NA,NA,10,18,28,NA,70,28,38,1,NA,NA,NA,14,22,1,20,6,51,NA,1,NA,NA,NA,4,16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11,21,62,36,14,7,NA,19,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,9,NA,2,3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",2014-08-22,126,55,34,53,29,66,85,16,60,51,19,48,87,25,195,NA,NA,50,10,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,5,37,21,NA,NA,NA,200,185,NA,3,67,10,15,NA,4,125,NA,NA,NA,NA,NA,67,58,30,15,25,42,35,NA,NA,NA,NA,33,34,62,7,119,46,60,NA,NA,NA,NA,24,52,9,25,21,113,2,1,NA,NA,NA,18,55,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,60,121,99,48,23,2,31,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,7,NA,2,1,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",2014-08-23,139,59,33,56,18,45,99,15,67,70,13,53,56,34,160,NA,NA,75,17,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,12,25,28,NA,NA,NA,NA,192,NA,9,85,8,20,1,6,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,42,NA,NA,NA,NA,26,20,53,5,111,98,67,4,NA,NA,NA,23,58,14,12,35,100,4,NA,NA,NA,NA,25,66,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,13,50,116,65,18,25,3,26,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20,NA,3,8,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",2014-08-24,125,70,32,63,16,66,98,13,75,95,29,63,50,30,193,NA,NA,80,17,NA,NA,NA,149,NA,NA,NA,NA,NA,NA,7,29,19,NA,NA,NA,NA,185,NA,5,135,9,57,4,5,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,53,37,NA,NA,NA,NA,62,79,26,4,116,87,67,7,NA,NA,NA,34,89,13,30,52,110,1,NA,NA,NA,NA,31,23,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,61,189,75,27,30,1,25,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,23,NA,3,10,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",2014-08-25,71,37,30,38,26,48,50,19,45,78,23,45,65,17,148,NA,NA,33,16,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,4,32,15,NA,NA,NA,86,136,NA,8,74,6,20,3,3,65,NA,NA,NA,NA,NA,55,45,24,15,21,35,18,NA,NA,NA,NA,25,34,7,7,78,62,50,NA,NA,NA,NA,23,44,6,7,17,145,1,NA,NA,NA,NA,14,44,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,20,74,102,83,25,13,8,33,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,NA,3,4,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",2014-08-26,82,63,27,41,13,48,59,17,45,58,29,44,81,24,155,NA,NA,37,10,NA,NA,NA,108,NA,NA,NA,NA,NA,NA,10,27,21,NA,NA,NA,167,135,NA,6,87,28,11,NA,7,97,NA,NA,NA,NA,NA,68,66,27,17,22,41,22,NA,NA,NA,NA,26,38,12,5,73,70,79,3,NA,NA,NA,21,75,5,5,23,156,NA,NA,NA,NA,NA,21,46,5,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,19,65,147,83,25,8,13,38,2,NA,NA,NA,4,NA,9,NA,NA,NA,NA,NA,3,NA,3,3,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",2014-08-27,79,6,37,50,18,60,70,17,47,67,25,45,73,29,158,NA,NA,47,4,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,2,15,24,NA,NA,NA,270,161,NA,14,87,71,11,2,5,103,NA,NA,NA,NA,NA,64,72,15,8,24,43,41,NA,NA,NA,NA,14,44,61,4,111,61,72,4,NA,NA,NA,16,58,11,19,32,157,1,1,NA,NA,NA,32,55,6,6,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,17,78,137,97,14,10,10,25,3,NA,NA,NA,2,NA,14,NA,NA,NA,NA,NA,7,NA,2,11,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",2014-08-28,94,6,35,43,10,55,60,13,47,73,28,49,84,29,151,NA,NA,10,5,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,6,21,21,NA,NA,NA,276,163,NA,9,74,64,26,NA,3,112,NA,NA,NA,NA,NA,59,62,39,13,22,56,21,NA,NA,NA,NA,29,30,10,3,97,37,65,4,NA,NA,NA,21,45,8,44,16,161,1,2,NA,NA,NA,25,45,9,4,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,15,75,161,81,21,18,20,36,1,NA,NA,NA,1,NA,14,NA,NA,NA,NA,NA,7,NA,3,6,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",2014-08-29,94,NA,39,58,26,55,77,28,29,87,10,65,88,26,154,NA,NA,38,9,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,6,30,19,NA,NA,NA,236,185,NA,9,80,71,40,NA,3,119,NA,NA,NA,NA,NA,65,69,44,14,29,35,31,NA,NA,NA,NA,7,19,10,5,98,59,55,2,NA,NA,NA,22,68,11,29,17,117,2,NA,NA,NA,NA,18,49,4,9,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,89,176,98,36,9,11,30,2,NA,NA,NA,3,NA,9,NA,NA,NA,NA,NA,5,NA,2,6,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",2014-08-30,117,31,29,66,19,61,100,18,46,96,26,77,41,17,178,NA,NA,65,16,NA,NA,NA,132,NA,NA,NA,NA,NA,NA,12,21,20,NA,NA,NA,NA,227,NA,8,110,81,36,1,2,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,53,26,NA,NA,NA,NA,13,17,9,3,126,99,75,5,NA,NA,NA,32,78,14,61,27,125,NA,1,NA,NA,NA,24,29,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,27,103,177,98,27,19,3,28,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,NA,2,7,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",2014-08-31,121,52,35,62,7,44,84,23,38,123,29,67,55,26,137,NA,NA,67,17,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,8,27,25,NA,NA,NA,NA,213,NA,5,109,72,51,6,1,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,63,23,NA,NA,NA,NA,7,16,9,7,110,90,58,4,NA,NA,NA,30,64,17,60,46,149,2,1,NA,NA,NA,26,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,30,68,259,86,16,27,4,36,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,12,NA,3,5,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",2014-09-01,92,41,18,33,9,48,74,19,34,55,25,50,38,21,127,NA,NA,56,25,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,13,27,10,NA,NA,NA,NA,163,NA,1,89,56,56,4,11,31,NA,NA,NA,NA,6,NA,NA,NA,NA,47,32,35,4,NA,NA,NA,38,20,16,7,123,112,66,12,NA,NA,NA,29,54,20,64,52,105,4,NA,NA,NA,NA,22,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,17,70,214,96,9,15,18,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,4,2,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
